"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District"
"2165","AGNIKAAN","MPHIN/2012/44378","30-07-2012","Hindi","Monthly","SUNIL VERMA","SUNIL VERMA","Madhya Pradesh","Bhopal"
"2166","AGNIKALAM","TNTAM/2021/89616","14-10-2024","TAMIL","Monthly","SIVASUBRAMANIAN. B","SIVASUBRAMANIAN.B","Tamil Nadu","Madurai"
"2167","AGNIKANAM","TELTEL/2021/83459","28-02-2023","Telugu","Monthly","KALUKURI RAJU","KALUKURI RAJU","Telangana","Hyderabad"
"2168","AGNIMITRA","MPHIN/2010/35069","04-01-2011","Hindi","Monthly","ARVIND SHARMA","ARVIND SHARMA","Madhya Pradesh","Bhopal"
"2169","AGNIPANKHA","MAHMAR/2015/63994","01-09-2015","Marathi","Weekly","FATUBHAI RAHIMAN MULANI","FATUBHAI RAHIMAN MULANI","Maharashtra","Pune"
"2170","AGNIPATH","62859","05-07-2012","Hindi","Daily","PREM SINGH BAGDUWAL","ARJUN SINGH CHANDEL","Madhya Pradesh","Bhopal"
"2171","AGNIPATH","GUJGUJ/2000/01951","28-06-2011","Gujarati","Weekly","HARISH RANA","HARISH RANA","Gujarat","Gandhinagar"
"2172","AGNIPATH","GUJGUJ/2014/58245","16-01-2015","Gujarati","Fortnightly","HARISH RANA","HARISH RANA","Gujarat","Gandhinagar"
"2173","AGNIPATH 24 SAMACHAR","MPHIN/2015/71807","19-05-2017","Hindi","Weekly","SADIQ KHAN","SADIQ KHAN","Madhya Pradesh","Indore"
"2174","AGNIPRALAY","MAHMAR/2010/35179","10-01-2011","Marathi","Weekly","DILIP SHANTARAM JOSHI","DILIP SHANTARAM JOSHI","Maharashtra","Dhule"
"2175","AGNIRATH","WBBEN/2000/02086","23-09-2000","Bengali","Fortnightly","MALA GHOSH SEN SARMA","MALA GHOSH SEN SARMA","West Bengal","Purba Bardhaman"
"2176","AGNIROOPA","ODIMUL/2021/81299","05-04-2022","English, Oriya, Hindi","Monthly","ARUN KUMAR PRADHAN","ARUN KUMAR PRADHAN","Odisha","Anugul"
"2177","AGNISAGAR","MPHIN/2022/89903","28-10-2024","HINDI","Weekly","MANISH KUMAR MARU","MANISH KUMAR MARU","Madhya Pradesh","Agar Malwa"
"2178","AGNISHIKHA","ASSASS/2014/59903","30-01-2015","Assamese","Weekly","SWAPNALI UZIR DEKA","SWAPNALI UZIR DEKA","Assam","Kamrup Metropolitan"
"2179","AGNISHIKHA EVAM PURODHA","PONHIN/2023/88119","29-07-2024","HINDI","Monthly","PRADEEP NARANG","SRI AUROBINDO SOCIETY","Puducherry","Puducherry"
"2180","AGNISHILA","MAHHIN/2004/14843","22-06-2005","Hindi","Monthly","ANIL VEDVYAS GALGALI","ANIL VEDVYAS GALGALI","Maharashtra","Mumbai"
"2181","AGNITEJ","MPHIN/2021/80127","31-08-2021","Hindi","Weekly","RAVI SHAKYA","RAVI SHAKYA","Madhya Pradesh","Gwalior"
"2182","AGNIVARSHA","APTEL/2009/27932","04-06-2009","Telugu","Daily","ESWARA RAO NAGESWARA","ESWARA RAO NAGESWARA","Andhra Pradesh","Srikakulam"
"2183","AGNIVARSHA","MPHIN/2019/87148","02-05-2024","Hindi","Weekly","MUKESH KUMAR KACHER","MUKESH KUMAR KACHER","Madhya Pradesh","Jabalpur"
"2184","AGNIVARSHA","APTEL/2006/16432","17-04-2006","Telugu","Monthly","ESWARA RAO NAGESWARA","ESWARA RAO NAGESWARA","Andhra Pradesh","Srikakulam"
"2185","AGNIVARSHA","RJHIN/26/A4667","04-06-2026","Hindi","Monthly","Mukesh Kumar Kacher","Mukesh Kumar Kacher","Rajasthan","Sikar"
"2186","AGNIVARSHA","MPHIN/2020/86971","24-04-2024","Hindi","Daily","MUKESH KUMAR KACHER","MUKESH KUMAR KACHER","Madhya Pradesh","Jabalpur"
"2187","AGNIVARSHA","UPHIN/25/A3821","10-11-2025","Hindi","Monthly","Mukesh Kumar Kacher","Mukesh Kumar Kacher","Uttar Pradesh","Lucknow"
"2188","AGNIVARSHA","MPHIN/2019/78320","31-12-2019","Hindi","Daily","MUKESH KUMAR KACHER","MUKESH KUMAR KACHER","Madhya Pradesh","Bhopal"
"2189","AGNIVARSHA","MPHIN/2017/76149","03-10-2018","Hindi","Monthly","MUKESH KUMAR KACHER","MUKESH KUMAR KACHER","Madhya Pradesh","Bhopal"
"2190","AGNIYUG TIMES","MPHIN/2017/72297","20-06-2017","Hindi","Monthly","PAWAN SINGH","PAWAN SINGH","Madhya Pradesh","Bhopal"
"2191","AGNIZEP","MAHMAR/2012/60192","12-02-2015","Marathi","Weekly","VIJAY KISANRAO GAIKWAD","VIJAY KISANRAO GAIKWAD","Maharashtra","Amravati"
"2192","AGONA SANDESH","40147","26-11-1993","Hindi","Weekly","SANDEEP SHUKLA","SANDEEP SHUKLA","Uttar Pradesh","Basti"
"2193","AGOPA NEWS","APENG/1999/0113","19-01-2000","English","Monthly","D. CHRISTOPHER SATYARAJ","ACCOUNTANTS GENERAL OFFICES PENSIONERS ASSOCIATION","Telangana","Hyderabad"
"2194","AGPE THE ROYAL GONDWANA RESEARCH JOURNAL OF HISTORY,SCIENCE, ECONOMIC, POLITICAL AND SOCIAL SCIENCE","MAHMUL/2019/78986","22-10-2020","English","Annual","GONDRAJE DR. BIRSHAH ATRAM","ADIVASI GONDWANA BHASHA PRACHAR BAHUUDHESHIYA SHIKSHAN SANSTHA TIPAGAD WARORA","Maharashtra","Chandrapur"
"2195","AGR MANCH","TELHIN/2014/58386","19-11-2014","Hindi","Monthly","DILIP KUMAR PANSARI","DILIP KUMAR PANSARI","Telangana","Hyderabad"
"2196","AGR SANDESH","DELBIL/2014/57331","18-09-2014","English, HINDI","Monthly","ISHWAR DAYAL MITTAL","DELHI PRADESHIK AGARWAL SAMMELAN","Delhi","New Delhi"
"2197","AGR SATTA","MPHIN/2009/30893","20-04-2010","Hindi","Monthly","VIVEK AGRAWAL","VIVEK AGRAWAL","Madhya Pradesh","Bhopal"
"2198","AGR SOCH","MPHIN/2015/66018","06-02-2016","Hindi","Weekly","ASHISH GUPTA","ASHISH GUPTA","Madhya Pradesh","Sehore"
"2199","AGR SOCH","MPHIN/2017/72420","29-06-2017","Hindi","Daily","ASHISH GUPTA","ASHISH GUPTA","Madhya Pradesh","Sehore"
"2200","AGR YUVA DARSHAN","49801","22-02-1990","Marathi, Hindi","Fortnightly","SAGAR RAMESHWAR MODI","SAGAR RAMESHWAR MODI","Maharashtra","Buldhana"
"2201","AGRA BHARAT","RAJHIN/2012/48594","14-03-2013","Hindi","Daily","DHARMENDRA SINGH","DHARMENDRA SINGH","Rajasthan","Bharatpur"
"2202","AGRA BHARAT","UPHIN/2007/21286","27-09-2007","Hindi","Daily","DHARMENDRA SINGH","DHARMENDRA SINGH","Uttar Pradesh","Agra"
"2203","AGRA DUNIYA","MAHMUL/2017/71040","30-03-2017","English, Marathi, Hindi","Weekly","MANOUJ AGARWAAL","RAJESH AGARWAL","Maharashtra","Pune"
"2204","AGRA GUJARAT","GUJGUJ/2023/85349","11-09-2023","Gujarati","Daily","ARPIT RAMESHBHAI VASOYA","PARAM DAILY NEWS AND MEDIA PRIVATE LIMITED","Gujarat","Rajkot"
"2205","AGRA JYOTI","RAJHIN/2004/14119","11-03-2005","Hindi","Fortnightly","MUKESH BANSAL","MUKESH BANSAL","Rajasthan","Jaipur"
"2206","AGRA KHOJ TODAY","DELHIN/2014/54605","08-07-2014","Hindi","Bimonthly (Once in two months)","MEENAKSHI GOYAL","MEENAKSHI GOYAL","Delhi","New Delhi"
"2207","AGRA MANGAL PATRIKA","DELBIL/2016/68569","06-09-2016","English, HINDI","Monthly","SANJAY GOYAL","SANJAY GOYAL","Delhi","New Delhi"
"2208","AGRA NETHA","TELTEL/2015/66279","03-03-2016","Telugu","Daily","UPPUGALLA SANTHOSH KUMAR","UPPUGALLA SANTOSH KUMAR","Telangana","Rangareddy"
"2209","AGRA NETHA","APTEL/2014/58043","31-10-2014","Telugu","Weekly","UPPUGALLA SANTHOSH KUMAR","UPPUGALLA SANTOSH KUMAR","Telangana","Rangareddy"
"2210","AGRA SAMAJ PATRIKA","RAJHIN/2008/25292","25-08-2008","Hindi","Quarterly","SANJEEV KUMAR BANSAL","SANJEEV KUMAR BANSAL","Rajasthan","Hanumangarh"
"2211","AGRA SANSAR","MPHIN/2010/34079","21-10-2010","Hindi","Monthly","RAKESH KUMAR AGGARWAL","RAKESH KUMAR AGGARWAL","Madhya Pradesh","Gwalior"
"2212","AGRA SHINE","UPHIN/2015/66353","04-03-2016","Hindi","Weekly","MOHD BURHAN SHAKEEL","MOHD BURHAN SHAKEEL","Uttar Pradesh","Agra"
"2213","AGRA TIMES","UPENG/2015/63397","22-07-2015","English","Daily","DHANUSH VIR SINGH","BENNETT, COLEMAN & CO.LTD","Uttar Pradesh","Lucknow"
"2214","AGRA VETERINARY JOURNAL","UPENG/2014/60209","16-02-2015","English","Annual","DR. HARI SHANKAR OJHA","AGRA VETERINARY CLUB","Uttar Pradesh","Agra"
"2215","AGRADOOT","13957","10-05-1967","Marathi","Weekly","P. B. BHILWADE","P. B. BHILWADE","Maharashtra","Sangli"
"2216","AGRADOOT","47702","14-08-1989","Hindi","Daily","VISHNU SINHA","VISHNU SINHA","Madhya Pradesh","Jabalpur"
"2217","AGRADOOT","50212","06-04-1990","Hindi","Daily","VISHNU SINHA","VISHNU SINHA","Chhattisgarh","Bilaspur"
"2218","AGRADOOT","1527","04-03-1957","Hindi","Daily","VISHNU SINHA","VISHNU SINHA","Chhattisgarh","Raipur"
"2219","AGRADOOT PASEKIA","18591","14-03-1972","Assamese","Weekly","KHAGEN SARMA","BHANUSHREE SEN DEKA","Assam","Darrang"
"2220","AGRAGAMI","37837","05-10-1982","Telugu","Weekly","KANNA PARUSHU RAMULU","KANNA PARUSHU RAMULU","Telangana","Warangal"
"2221","AGRAGAMI SANDESH","RAJHIN/2011/43653","30-06-2012","Hindi","Weekly","HIRA CHAND JAIN","HIRA CHAND JAIN","Rajasthan","Jaipur"
"2222","AGRAGANYA","MAHMAR/2017/72626","25-07-2017","Marathi","Weekly","SOU. VIJAYMALA SANJAY PATIL","VIJAYMALA SANJAY PATIL","Maharashtra","Sangli"
"2223","AGRAGYAN","68532","30-12-2013","Hindi","Weekly","UMA SHANKAR VERMA","UMA SHANKAR VERMA","Madhya Pradesh","Bhopal"
"2224","AGRAHARI SAMAJ","12584","30-09-2013","Hindi","Monthly","DAYARAM GUPTA","AGRAHARI SAMAJ","Delhi","New Delhi"
"2225","AGRAHARI SAMAJ","UPHIN/2019/78529","09-03-2020","Hindi","Monthly","MANIK CHANDRA","AGRAHARI SAMAJ","Uttar Pradesh","Prayagraj"
"2226","AGRALEKH","MAHMAR/2021/81361","11-04-2022","Marathi","Daily","UMESH MARUTI BHERE","UMESH MARUTI BHERE","Maharashtra","Thane"
"2227","AGRANEE VARTA","MAHMAR/2012/45609","08-10-2012","Marathi","Daily","YOGESH VITTHALASA TURERAO","YOGESH VITTHALASA TURERAO","Maharashtra","Solapur"
"2228","AGRANI INDIA","RAJBIL/2007/20539","09-11-2017","HINDI","Fortnightly","AASTHA MATHUR","AASTHA MATHUR","Rajasthan","Jaipur"
"2229","AGRANI ODISHA","ODIODI/2020/79056","09-11-2020","Oriya","Weekly","AJIT KUMAR DAS","AJIT KUMAR DAS","Odisha","Khordha"
"2230","AGRANI SHIVAR","MHMAR/25/A4390","27-11-2025","Marathi","Monthly","MAHESH YASHWANT KHARADE","MAHESH YASHWANT KHARADE","Maharashtra","Sangli"
"2231","AGRANI TIMES","MPHIN/2016/69939","16-01-2017","Hindi","Monthly","LALIT KUMAR CHOKIKAR","LALIT KUMAR CHOKIKAR","Madhya Pradesh","Bhopal"
"2232","AGRARIAN SOUTH: JOURNAL OF POLITICAL ECONOMY","DELENG/2012/44720","16-08-2012","English","Thrice In a Year","VIVEK MEHRA","CENTER FOR AGRARIAN RESEARCH AND EDUCATION FOR SOUTH ( CARES)","Delhi","New Delhi"
"2233","AGRARIANS MOVE","UABIL/25/A1486","01-07-2025","English, Hindi","Fortnightly","Yogesh Kumar","Yogesh Kumar","Uttarakhand","Udham Singh Nagar"
"2234","AGRARIANS STAR","UAMUL/25/A1660","04-07-2025","Punjabi, Hindi, English","Quarterly","Harpal singh","Harpal singh","Uttarakhand","Dehradun"
"2235","AGRASAR BHARAT","UPHIN/2023/90314","09-12-2024","HINDI","Weekly","JITENDRA KUMAR","JITENDRA KUMAR","Uttar Pradesh","Kanpur Nagar"
"2236","AGRASEEN PUSHPANJALI","17266","18-06-1969","Hindi","Monthly","NARENDRA KUMAR AGRAWAL","NARENDRA KUMAR AGRAWAL","Madhya Pradesh","Indore"
"2237","AGRASEN SHAKTI","70307","23-03-1999","Hindi","Fortnightly","BHAGWATI DEVI","BHAGWATI DEVI","Rajasthan","Jaipur"
"2238","AGRASEN TIMES","MAHMAR/2015/65768","22-01-2016","Marathi","Weekly","ARUN KUMAR SOMNATH MUNDADA","ARUN KUMAR SOMNATH MUNDADA","Maharashtra","Chhatrapati Sambhaji Nagar"
"2239","AGRASEN VANDNA","UPHIN/2022/83441","27-02-2023","Hindi","Monthly","SAROJ","SAROJ","Uttar Pradesh","Muzaffarnagar"
"2240","AGRASENDARPAN","MPHIN/2012/45675","12-10-2012","Hindi","Weekly","CHANDRA PRAKASH GUPTA","CHANDRA PRAKASH GUPTA","Madhya Pradesh","Indore"
"2241","AGRASHRENI","APTEL/2008/29378","05-11-2009","Telugu","Daily","SOYINENI RAJ KUMAR","SOYINENI RAJ KUMAR","Andhra Pradesh","Karimnagar"
"2242","AGRASHRENI","APTEL/2007/22492","09-01-2008","Telugu","Fortnightly","S. RAJ KUMAR","SOYINENI RAJ KUMAR","Andhra Pradesh","Karimnagar"
"2243","AGRAVANSH","MPHIN/2021/85566","18-10-2023","Hindi","Daily","SATYAM AGRAWAL","SATYAM AGRAWAL","Madhya Pradesh","Gwalior"
"2244","AGRAVANSHI EKTA","RAJHIN/2017/73739","07-11-2017","Hindi","Weekly","SUBHASH CHAND AGARWAL","SUBHASH CHAND AGARWAL","Rajasthan","Jaipur"
"2245","AGRAWAL CHETNA","MPHIN/2006/18322","10-01-2007","Hindi","Quarterly","D.P.GOYAL","D.P.GOYAL","Madhya Pradesh","Bhopal"
"2246","AGRAWAL TIMES","DELHIN/2001/05448","01-10-2001","Hindi","Fortnightly","NANAKCHAND JAIN","NANAKCHAND JAIN","Delhi","New Delhi"
"2247","AGRAWAL TODAY","UPBIL/2002/08378","28-11-2002","English, HINDI","Monthly","MANJU AGARWAL","AGRASEN DARBAR SEVA SAMITI","Uttar Pradesh","Agra"
"2248","AGRAWAL VAISHY PARINAY SETU","MPHIN/2015/64929","27-11-2015","Hindi","Monthly","MADANLAL AGRAWAL","MADANLAL AGRAWAL","Madhya Pradesh","Indore"
"2249","AGRESAR BHARAT","GUJGUJ/2023/87286","14-05-2024","Gujarati","Daily","PARAKRAMSINH RAJENDRASINH GOHIL","PARAKRAMSINH RAJENDRASINH GOHIL","Gujarat","Rajkot"
"2250","AGRESHIT DUNIYA","MPHIN/2021/82735","17-11-2022","Hindi","Monthly","RACHANA SEN","RACHANA SEN","Madhya Pradesh","Bhopal"
"2251","AGRI BHARAT SAMACHAR","MPHIN/2016/75102","09-05-2018","Hindi","Weekly","MOHD. AMEEN","MOHD AMEEN","Madhya Pradesh","Indore"
"2252","AGRI BUSINESS","TNTAM/2016/70138","27-01-2017","Tamil","Monthly","S.A. ARUL","S.A.ARUL","Tamil Nadu","Madurai"
"2253","AGRI CLINIC","APTEL/2010/34567","02-12-2010","Telugu","Monthly","YELURI SAMBA SIVA RAO","SAMBA SIVA RAO. YELURI","Andhra Pradesh","Hyderabad"
"2254","AGRI COMMODITY TIMES","HARBIL/2023/88292","31-07-2024","BILINGUAL","Quarterly","NAGENDER SINGH","NAGENDER SINGH","Haryana","Sonipat"
"2255","AGRI DOCTOR","TNTAM/2012/49602","05-03-2014","Tamil","Daily","M.J. VASUDEVAN","M.J. VASUDEVAN","Tamil Nadu","Madurai"
"2256","AGRI FOOD BAZAR","DLBIL/26/A1331","19-02-2026","English, Hindi","Monthly","Sanjay Kumar Ranjan","Sanjay Kumar Ranjan","Delhi","New Delhi"
"2257","AGRI INDUS","MAHMAR/2020/79431","17-02-2021","Marathi","Weekly","SHILPA SURENDRA RAMTEKE","SHILPA SURENDRA RAMTEKE","Maharashtra","Wardha"
"2258","Agri Insight","CTBIL/26/A6929","14-08-2026","English, Hindi","Monthly","RAVENDRA TRIPATHI","RAVENDRA TRIPATHI","Chhattisgarh","Raipur"
"2259","AGRI MECH","HARENG/2015/67168","03-06-2016","English","Monthly","SYED KHAMIS ALI","SYED KHAMIS ALI","Haryana","Karnal"
"2260","Agri Pulse Patrikaa","UPBIL/26/A1852","23-03-2026","Hindi, English","Monthly","SANDEEP KUMAR SHARMA","SANDEEP KUMAR SHARMA","Uttar Pradesh","Moradabad"
"2261","AGRI TRADE MEDIA","MAHMUL/2018/77896","22-08-2019","English, Hindi, Gujarati, Marathi","Monthly","SAHIL SANJAY NYAHARKAR","MEDIA EXHIBITORS PRIVATE LIMITED","Maharashtra","Nashik"
"2262","AGRICULTURAL ENGINEERING TODAY","28688","28-09-1976","English","Bimonthly (Once in two months)","AMARJIT SINGH DEEPAK","INDIAN SOCIETY OF AGRICULTURAL ENGINEERS, DELHI","Delhi","New Delhi"
"2263","Agricultural Innovation","RJENG/25/A4148","20-11-2025","English","Fortnightly","Shri Rakesh","Shri Rakesh","Rajasthan","Bikaner"
"2264","AGRICULTURAL SPECTRUM","DELENG/2010/31305","09-03-2010","English","Monthly","VISHAL RAWAT","VISHAL RAWAT","Delhi","New Delhi"
"2265","AGRICULTURE & INDUSTRY SURVEY","50352","17-01-1990","English","Monthly","SHENBI","VADAMALAI MEDIA (P) LTD.","Karnataka","Bengaluru"
"2266","AGRICULTURE AND FARMER","DELENG/2001/03835","04-06-2001","English","Monthly","RAM SAKAL TIWARI","CHANDRA JYOTI PRAKASHAN PVT LTD.","Delhi","New Delhi"
"2267","AGRICULTURE PRODUCTS NEWS","PUNENG/2011/39996","14-12-2011","English","Monthly","KARAMJIT SINGH","KARAMJIT SINGH","Punjab","Ludhiana"
"2268","AGRICULTURE TIMES","RAJHIN/2011/40401","14-07-2014","Hindi","Fortnightly","VIKAS SUBHASHCHANDRA VYAS","VIKAS SUBHASH CHANDRAVYAS","Rajasthan","Jaipur"
"2269","AGRICULTURE UPDATE","UPENG/2006/16372","03-04-2006","English","Quarterly","R.K.SINGH","R.K.SINGH","Uttar Pradesh","Muzaffarnagar"
"2270","Agriculture Vision","UPENG/26/A4863","09-06-2026","English","Bimonthly (Once in two months)","Prem Pal Singh","Prem Pal Singh","Uttar Pradesh","Ghaziabad"
"2271","AGRICULTURE WORLD","CHHHIN/2012/42451","25-05-2012","HINDI","Monthly","DURGESH SHARMA","DURGESH SHARMA","Chhattisgarh","Korba"
"2272","AGRICULTURE WORLD","MPHIN/2012/43012","19-06-2012","Hindi","Bimonthly (Once in two months)","DURGESH SHARMA","DURGESH SHARMA","Madhya Pradesh","Bhopal"
"2273","AGRICULTURE WORLD","DELENG/2015/65174","09-12-2015","English","Monthly","M.C. DOMINIC","M.C.DOMINIC","Delhi","New Delhi"
"2274","AGRIM PANKTI","57879","04-03-1994","Hindi","Fortnightly","OM PRAKASH ARYA","OM PRAKASH ARYA","Rajasthan","Ganganagar"
"2275","AGRIM PRADESH","MPHIN/2010/31821","06-04-2010","Hindi","Weekly","DEEPAK CHOUCKSEY","DEEPAK CHOUCKSEY","Madhya Pradesh","Bhopal"
"2276","AGRIM TIMES","57481","27-01-1993","Hindi","Weekly","ROHTASH KUMAR","ROHTASH KUMAR","Uttar Pradesh","Meerut"
"2277","AGRIM UPBHOKTA","RAJHIN/2000/00847","17-04-2000","Hindi","Monthly","SANJAY ARYA","UPBHOKTA SANRAKSHAN SAMITI","Rajasthan","Hanumangarh"
"2278","AGRO HALCHAL","UPHIN/2016/70489","27-02-2017","Hindi","Monthly","KUNWAR KHURSHEED ALAM","KUNWAR KHURSHEED ALAM","Uttar Pradesh","Hapur"
"2279","AGRO HEADLINE","MAHMAR/2024/90560","24-03-2025","MARATHI","Weekly","SANJAY SHRIKRISHNARAO DESAI","SANJAY SHRIKRISHNARAO DESAI","Maharashtra","Wardha"
"2280","AGRO INDIA","MPHIN/2013/52199","24-09-2013","Hindi","Monthly","RAMSWAROOP MANTRI","RAM SWAROOP MANTRI","Madhya Pradesh","Indore"
"2281","AGRO MANTHAN","RAJHIN/2015/67458","10-06-2016","Hindi","Fortnightly","BHAWANI TIWADI","BHAWANI TIWADI","Rajasthan","Hanumangarh"
"2282","AGRO MARG","MAHMAR/2015/63844","18-08-2015","Marathi","Quarterly","DHAMMANAND BALIRAM INGLE","DHAMMANAND BALIRAM INGLE","Maharashtra","Chhatrapati Sambhaji Nagar"
"2283","AGRO POST","CHHHIN/2018/75802","06-08-2018","Hindi","Monthly","LAXMAN YADAV","LAXMAN YADAV","Chhattisgarh","Raipur"
"2284","AGRO SANDESH","GUJGUJ/2011/38395","29-07-2011","Gujarati","Weekly","DHAVAL PANDYA","THE SANDESH LIMITED","Gujarat","Ahmedabad"
"2285","AGRO SCIENCE","MAHMAR/2021/86271","01-02-2024","Marathi","Weekly","CHAITALI VINOD INGOLE","CHAITALI VINOD INGOLE","Maharashtra","Akola"
"2286","AGRO TIMES","MAHMAR/2014/57811","17-10-2014","Marathi","Fortnightly","VIJAY MAHADEO WARFADE","VIJAY MAHADEO WARFADE","Maharashtra","Nagpur"
"2287","AGRO WORLD FARM","MAHMAR/2018/75652","26-06-2018","MARATHI","Monthly","SHAILENDRA SURESH CHAVAN","SHAILENDRA SURESH CHAVAN","Maharashtra","Jalgaon"
"2288","AGROBIOS NEWSLETTER","RAJENG/2002/08649","26-12-2002","English","Monthly","UPDESH PUROHIT","UPDESH PUROHIT","Rajasthan","Jodhpur"
"2289","AGROLOOK","DELENG/2000/01758","01-09-2000","English","Quarterly","G. KRISHNAMURTHY","G. KRISHNAMURTHY","Delhi","New Delhi"
"2290","AgroSpectrum","MHENG/25/A5395","30-12-2025","English","Monthly","Ravindra Vidyadhar Boratkar","MM Activ Sci Tech Communications Pvt Ltd.","Maharashtra","Pune"
"2291","AGROTOUCH","MAHMAR/2019/78375","10-01-2020","Marathi","Monthly","BHARATI PATIL","AGROTOUCH AGRICULTURE SERVICES LLP","Maharashtra","Pune"
"2292","AGROWON","MAHMAR/2005/14922","11-07-2005","Marathi","Daily","ADINATH DATTATRY CHAVAN","SAKAL MEDIA PVT.LTD.","Maharashtra","Pune"
"2293","AGROXY FASAL KRANTI","DELPUN/2019/77952","03-09-2019","Punjabi","Monthly","RAJBIR SINGH","AGROXY CROPS SOLUTIONS PVT. LTD.","Delhi","New Delhi"
"2294","AGROXY FASAL KRANTI","DELGUJ/2019/88721","27-08-2024","GUJARATI","Monthly","RAJBIR SINGH","AGROXY CROPS SOLUTIONS PVT. LTD.","Delhi","New Delhi"
"2295","AGROXY FASAL KRANTI","DELHIN/2014/59516","12-01-2015","Hindi","Monthly","RAJBIR SINGH","AGROXY CROPS SOLUTIONS PRIVATE LIMITED","Delhi","New Delhi"
"2296","AGS TIMES","HARBIL/2016/66891","09-05-2016","English, HINDI","Daily","GAURAV SHARMA","GAURAV SHARMA","Haryana","Faridabad"
"2297","AGUAA","CHHCHH/2017/73429","29-09-2017","Chhattisgarhi","Monthly","NARENDRA SINGH NAYAK","NARENDRA SINGH NAYAK","Chhattisgarh","Raipur"
"2298","AGUAN UDOYER POTHE","WBBEN/26/A4435","01-06-2026","Bengali","Bi-Annual","Akikul Islam","Akikul Islam","West Bengal","Kolkata"
"2299","AGUSTY SHILPI","MPHIN/2021/81272","25-03-2022","Hindi","Quarterly","SUNITA YADAV","DEEPAK PRASAD","Madhya Pradesh","Bhopal"
"2300","AGYAT DARSHAN","31262","14-10-1977","Hindi","Monthly","PANDIT RAMESH DWIVEDI","RAMESH DWIVEDI","Rajasthan","Jodhpur"
"2301","Agyat Khabar","CTHIN/25/A4934","09-12-2025","Hindi","Weekly","surendra kumar pandey","surendra kumar pandey","Chhattisgarh","Raigarh"
"2302","AGYAT SHATRU","61492","07-02-1995","Hindi","Quarterly","SMT. VIMLA DEVI","SMT. VIMLA DEVI","Uttar Pradesh","Basti"
"2303","AHA INDIA","RAJHIN/2010/36747","24-12-2013","Hindi","Fortnightly","MAHENDRA CHAUDHARY","MAHENDRA CHAUDHARY","Rajasthan","Jaipur"
"2304","AHA ZINDAGI","RAJHIN/2004/13288","17-10-2004","Hindi","Monthly","SUDHIR AGGARWAL","SUDHIR AGGARWAL","Rajasthan","Jaipur"
"2305","AHAM AWAM WAYAM","MAHMUL/2013/53138","19-11-2013","English, Hindi, Gujarati, Marathi","Annual","SHRIKANT SHANKAR BAPAT","LABINDIA ANALYTICAL INSTRUMENTS PVT. LTD.","Maharashtra","Thane"
"2306","AHAM AWAZ","CHHHIN/2015/74920","23-02-2018","Hindi","Monthly","NAIM AHMED","NAIM AHMED","Chhattisgarh","Raipur"
"2307","AHAM KADAM","RJHIN/25/A1786","09-07-2025","Hindi","Fortnightly","Devendra Sharma","Devendra Sharma","Rajasthan","Rajsamand"
"2308","AHAM KHABAR","MPHIN/2022/84811","08-06-2023","Hindi","Quarterly","SHAKIR SHAIKH","SHANKAR SINGH DEWADA","Madhya Pradesh","Ujjain"
"2309","AHAM SATTA","UPHIN/2021/86326","06-02-2024","Hindi","Weekly","SHAKEEL AHMAD","SHAKEEL AHMAD","Uttar Pradesh","Ghaziabad"
"2310","AHAM SUTR","RAJHIN/2014/58750","08-12-2014","Hindi","Weekly","ANAND KISHORE SHARMA","ANAND KISHORE SHARMA","Rajasthan","Jaipur"
"2311","AHAR CONNECT","MAHENG/2013/60096","06-02-2015","English","Monthly","SHASHIKANT SHETTY","INDIAN HOTEL & RESTAURANT ASSOCIATION","Maharashtra","Mumbai"
"2312","AHAR HOSPITALITY","MAHENG/2013/60129","09-02-2015","English","Quarterly","SHASHIKANT SHETTY","INDIAN HOTEL & RESTAURANT ASSOCIATION","Maharashtra","Mumbai"
"2313","AHARBAL POST","JKBIL/2020/80985","01-02-2022","BILINGUAL","Monthly","ZUBAIR FAROOQ RATHER","ZUBAIR FAROOQ RATHER","Jammu and Kashmir","Kulgam"
"2314","AHARNISH","46988","24-11-1988","English","Weekly","SHIORAJ CHAMPALAL MUNOT","SHIORAJ CHAMPALAL MUNOT","Maharashtra","Amravati"
"2315","AHASHAS-E-WATAN","67472","01-01-1997","Urdu","Weekly","ABDUL LATIF","ABDUL LATIF","Uttar Pradesh","Kanpur Nagar"
"2316","AHDE E NOUW","UPURD/2015/62784","22-06-2015","Urdu","Weekly","MOHD. FAROOK KHAN","MOHD. FAROOK KHAN","Uttar Pradesh","Gonda"
"2317","AHDE E NOUW","UPURD/2013/49454","03-05-2013","URDU","Daily","MOHD FAROOQ KHAN","MOHD FAROOK KHAN","Uttar Pradesh","Bahraich"
"2318","AHDE E NOUW","UPURD/2010/33970","13-10-2010","Urdu","Daily","MOHD. FAROOK KHAN","MOHD. FAROOK KHAN","Uttar Pradesh","Gonda"
"2319","AHEAD","DELENG/2002/7160","10-07-2002","English","Monthly","DINESH SHARMA","DINESH SHARMA","Delhi","New Delhi"
"2320","AHEM ITELLA","MAHURD/2013/53496","11-12-2013","Urdu","Daily","SYED OSMAN RASHEED","SYED OSMAN RASHEED","Maharashtra","Mumbai"
